"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 30, 2018","143,500","144,000","145,500","142,500","524.29K","0.00%"
"Mar 29, 2018","143,500","150,500","152,000","142,500","1.53M","-5.28%"
"Mar 28, 2018","151,500","153,000","155,000","148,000","904.78K","-1.62%"
"Mar 27, 2018","154,000","150,000","154,000","149,500","682.93K","3.01%"
"Mar 26, 2018","149,500","151,000","152,500","149,500","465.91K","-1.32%"
"Mar 25, 2018","151,500","151,500","151,500","151,500","-","0.00%"
"Mar 23, 2018","151,500","151,000","153,000","150,500","554.15K","-0.66%"
"Mar 22, 2018","152,500","154,500","154,500","152,000","329.95K","-1.29%"
"Mar 21, 2018","154,500","152,500","155,000","152,500","276.38K","1.31%"
"Mar 20, 2018","152,500","150,500","153,500","150,000","310.37K","0.66%"
"Mar 19, 2018","151,500","152,500","153,000","150,000","747.78K","-3.81%"
"Mar 18, 2018","157,500","157,500","157,500","157,500","-","0.00%"
"Mar 16, 2018","157,500","158,000","159,500","156,000","351.75K","0.00%"
"Mar 15, 2018","157,500","156,500","159,000","155,000","347.95K","0.96%"
"Mar 14, 2018","156,000","152,500","157,000","152,000","605.37K","1.63%"
"Mar 13, 2018","153,500","152,500","155,000","152,500","378.00K","0.00%"
"Mar 12, 2018","153,500","154,000","155,500","153,000","401.00K","-0.32%"
"Mar 11, 2018","154,000","154,000","154,000","154,000","-","0.00%"
"Mar 09, 2018","154,000","153,500","155,000","152,500","460.33K","-0.32%"
"Mar 08, 2018","154,500","153,500","155,000","152,000","487.89K","1.31%"
"Mar 07, 2018","152,500","154,000","155,000","152,000","598.31K","-2.87%"
"Mar 06, 2018","157,000","154,500","158,000","154,500","375.49K","2.61%"
"Mar 05, 2018","153,000","155,500","157,000","152,500","410.24K","-1.92%"
"Mar 04, 2018","156,000","156,000","156,000","156,000","-","0.00%"
"Mar 02, 2018","156,000","158,000","159,000","154,500","590.60K","-3.41%"
"Mar 01, 2018","161,500","161,500","161,500","161,500","-","0.00%"
"Feb 28, 2018","161,500","159,000","163,000","158,000","496.74K","0.31%"
"Feb 27, 2018","161,000","160,500","162,000","160,000","262.75K","0.00%"
"Feb 26, 2018","161,000","159,000","162,000","157,500","512.71K","1.26%"
"Feb 23, 2018","159,000","158,500","159,500","157,500","275.90K","1.27%"
"Feb 22, 2018","157,000","159,000","159,500","156,000","335.39K","-1.88%"
"Feb 21, 2018","160,000","152,500","161,000","152,500","537.05K","4.23%"
"Feb 20, 2018","153,500","155,000","156,000","152,500","218.74K","-0.97%"
"Feb 19, 2018","155,000","156,500","157,000","154,500","265.00K","0.32%"
"Feb 18, 2018","154,500","154,500","154,500","154,500","-","0.00%"
"Feb 14, 2018","154,500","152,000","155,000","152,000","265.67K","1.31%"
"Feb 13, 2018","152,500","154,000","155,500","152,000","527.32K","-0.97%"
"Feb 12, 2018","154,000","155,500","156,500","153,500","482.84K","-0.65%"
"Feb 11, 2018","155,000","155,000","155,000","155,000","-","0.00%"
"Feb 09, 2018","155,000","156,500","158,500","154,500","721.58K","-3.73%"
"Feb 08, 2018","161,000","158,500","163,500","156,500","883.20K","2.22%"
"Feb 07, 2018","157,500","157,500","160,500","156,000","551.97K","0.00%"
"Feb 06, 2018","157,500","158,000","161,000","153,500","576.42K","-0.94%"
"Feb 05, 2018","159,000","162,500","163,000","159,000","552.04K","-2.15%"
"Feb 04, 2018","162,500","162,500","162,500","162,500","-","0.00%"
"Feb 02, 2018","162,500","161,000","164,000","160,500","584.78K","1.25%"
"Feb 01, 2018","160,500","161,500","162,000","158,500","477.72K","-0.93%"
"Jan 31, 2018","162,000","157,000","162,000","154,500","925.71K","3.85%"
"Jan 30, 2018","156,000","155,000","158,000","154,500","458.32K","0.97%"
"Jan 29, 2018","154,500","153,000","155,500","152,000","504.19K","1.31%"
"Jan 28, 2018","152,500","152,500","152,500","152,500","-","0.00%"
"Jan 26, 2018","152,500","155,000","155,500","149,000","1.06M","-3.79%"
